customer_id,acquisition_date,acquisition_channel,customer_key,recency,frequency,monetary,segment
CUST_04220,2022-01-13,paid_search,4218,43,12,7536.87,Champions
CUST_04221,2022-06-13,paid_search,4219,47,11,6916.34,Champions
CUST_04222,2022-07-20,organic_search,4220,216,6,5466.48,Lost
CUST_04223,2022-01-09,email,4221,66,11,5660.22,Loyal
CUST_04224,2022-01-10,email,4222,43,12,8229.42,Champions
CUST_04225,2022-01-14,social_media,4223,58,11,10288.05,Champions
CUST_04226,2022-01-03,paid_search,4224,356,11,7151.84,Loyal
CUST_04227,2022-02-19,social_media,4225,3,9,6443.03,Champions
CUST_04228,2022-02-12,referral,4226,4,5,3248.42,At Risk
CUST_04229,2022-01-11,organic_search,4227,44,10,7580.02,Loyal
CUST_04230,2023-01-13,paid_search,4228,68,4,3455.66,Lost
CUST_04231,2022-07-29,social_media,4229,26,5,5129.89,At Risk
CUST_04232,2022-03-22,email,4230,140,9,3448.22,At Risk
CUST_04233,2022-03-02,referral,4231,9,7,5667.03,Loyal
CUST_04234,2022-04-07,email,4232,24,13,9820.38,Champions
CUST_04235,2022-01-27,organic_search,4233,171,9,5874.78,At Risk
CUST_04236,2022-01-30,organic_search,4234,87,10,7662.29,Loyal
CUST_04237,2022-01-31,email,4235,90,10,7921.56,Loyal
CUST_04238,2022-01-24,email,4236,172,11,7255.76,Loyal
CUST_04239,2022-02-06,organic_search,4237,208,7,4527.86,Lost
CUST_04240,2022-06-10,paid_search,4238,108,7,6963.46,At Risk
CUST_04241,2022-01-30,organic_search,4239,7,10,8894.73,Champions
CUST_04242,2022-01-08,paid_search,4240,246,8,5047.99,At Risk
CUST_04243,2022-03-14,social_media,4241,235,7,2845.85,Lost
CUST_04244,2022-03-29,referral,4242,119,4,3310.91,Lost
CUST_04245,2023-04-26,social_media,4243,158,3,2733.15,Lost
CUST_04246,2022-01-11,organic_search,4244,362,5,3602.8,Lost
CUST_04247,2022-01-04,paid_search,4245,188,11,8483.17,Loyal
CUST_04248,2022-03-21,organic_search,4246,33,11,9596.29,Champions
CUST_04249,2022-04-04,referral,4247,168,5,1904.17,Lost
CUST_04250,2022-04-12,organic_search,4248,74,7,3148.89,Lost
CUST_04251,2022-09-17,organic_search,4249,52,6,1422.26,Lost
CUST_04252,2022-01-23,social_media,4250,62,11,5496.7,Loyal
CUST_04253,2022-02-03,referral,4251,168,8,4980.38,At Risk
CUST_04254,2022-04-20,social_media,4252,9,10,5241.22,Loyal
CUST_04255,2022-03-15,organic_search,4253,91,8,3767.67,At Risk
CUST_04256,2022-05-03,organic_search,4254,196,14,7246.38,Loyal
CUST_04257,2022-04-08,paid_search,4255,55,5,2578.68,Lost
CUST_04258,2022-01-20,organic_search,4256,53,11,6140.15,Loyal
CUST_04259,2022-06-13,social_media,4257,27,12,11947.09,Champions
CUST_04260,2022-02-07,organic_search,4258,111,9,6237.73,Loyal
CUST_04261,2022-01-13,social_media,4259,33,7,4324.28,At Risk
CUST_04262,2022-02-07,email,4260,134,10,4621.18,At Risk
CUST_04263,2022-05-30,email,4261,38,7,4906.58,At Risk
CUST_04264,2022-08-06,referral,4262,94,10,5399.22,At Risk
CUST_04265,2022-03-04,email,4263,30,12,4970.96,Loyal
CUST_04266,2022-07-31,email,4264,262,7,6995.0,At Risk
CUST_04267,2022-05-07,paid_search,4265,136,8,3609.04,At Risk
CUST_04268,2022-03-31,organic_search,4266,5,7,3222.87,At Risk
CUST_04269,2022-06-04,paid_search,4267,72,11,7511.53,Loyal
CUST_04270,2022-01-03,email,4268,26,11,10439.91,Champions
CUST_04271,2022-05-19,organic_search,4269,217,5,2385.07,Lost
CUST_04272,2022-01-01,organic_search,4270,336,6,9308.12,At Risk
CUST_04273,2022-08-23,paid_search,4271,67,5,3644.12,Lost
CUST_04274,2022-02-11,paid_search,4272,116,12,9127.98,Loyal
CUST_04275,2022-03-05,email,4273,212,11,6244.19,Loyal
CUST_04276,2022-01-30,email,4274,80,7,4112.2,At Risk
CUST_04277,2022-04-03,referral,4275,26,10,4807.48,Loyal
CUST_04278,2022-04-09,social_media,4276,40,9,8380.19,Champions
CUST_04279,2022-04-09,organic_search,4277,53,10,5691.52,Loyal
CUST_04280,2022-03-19,referral,4278,49,7,4082.45,At Risk
CUST_04281,2022-03-15,organic_search,4279,69,6,2228.55,Lost
CUST_04282,2022-04-25,paid_search,4280,6,6,3828.9,At Risk
CUST_04283,2022-03-15,organic_search,4281,93,8,5842.79,At Risk
CUST_04284,2022-04-11,organic_search,4282,10,8,4136.65,Loyal
CUST_04285,2022-04-02,organic_search,4283,176,7,4257.61,Lost
CUST_04286,2022-01-08,organic_search,4284,63,16,7660.57,Loyal
CUST_04287,2022-01-02,organic_search,4285,24,8,5621.58,Loyal
CUST_04288,2022-08-08,social_media,4286,257,4,2607.9,Lost
CUST_04289,2022-01-12,email,4287,48,7,4605.76,At Risk
CUST_04290,2022-01-16,referral,4288,116,9,6163.65,Loyal
CUST_04291,2022-01-30,paid_search,4289,8,11,7376.79,Champions
CUST_04292,2022-02-04,social_media,4290,133,8,7157.37,At Risk
CUST_04293,2022-02-02,organic_search,4291,30,10,10253.91,Champions
CUST_04294,2022-05-15,paid_search,4292,3,8,4669.31,Loyal
CUST_04295,2022-01-08,social_media,4293,72,9,5292.66,Loyal
CUST_04296,2022-06-13,organic_search,4294,71,5,3363.5,Lost
CUST_04297,2022-07-23,organic_search,4295,108,11,8080.99,Loyal
CUST_04298,2022-03-20,organic_search,4296,78,7,6955.68,At Risk
CUST_04299,2023-05-07,referral,4297,153,2,1545.73,Lost
CUST_04300,2022-03-28,paid_search,4298,19,12,9322.6,Champions
CUST_04301,2022-01-05,organic_search,4299,71,13,5943.48,Loyal
CUST_04302,2022-03-29,paid_search,4300,93,6,3371.97,Lost
CUST_04303,2022-08-04,paid_search,4301,86,10,6626.32,Loyal
CUST_04304,2022-05-05,email,4302,148,6,2691.93,Lost
CUST_04305,2022-05-28,organic_search,4303,47,7,4239.96,At Risk
CUST_04306,2022-05-04,paid_search,4304,49,11,6006.44,Loyal
CUST_04307,2022-06-07,paid_search,4305,251,8,4076.24,Lost
CUST_04308,2022-02-28,paid_search,4306,129,11,6957.29,Loyal
CUST_04309,2022-02-09,organic_search,4307,154,9,8013.29,Loyal
CUST_04310,2022-02-02,organic_search,4308,234,7,5788.58,Lost
CUST_04311,2022-03-03,organic_search,4309,19,10,6974.21,Champions
CUST_04312,2022-01-14,paid_search,4310,26,9,6521.84,Loyal
CUST_04313,2022-02-10,paid_search,4311,31,11,8671.43,Champions
CUST_04314,2022-02-06,referral,4312,32,6,4086.33,At Risk
CUST_04315,2022-03-01,email,4313,126,7,7111.95,At Risk
CUST_04316,2022-01-02,paid_search,4314,360,7,5113.18,Lost
CUST_04317,2022-03-18,organic_search,4315,368,2,2705.07,Lost
CUST_04318,2022-01-03,paid_search,4316,28,8,5778.84,Loyal
CUST_04319,2022-01-23,email,4317,3,12,9899.31,Champions
CUST_04320,2022-06-20,paid_search,4318,13,8,5349.81,Loyal
CUST_04321,2022-08-06,referral,4319,9,6,5657.82,At Risk
CUST_04322,2022-07-08,organic_search,4320,39,11,6757.84,Champions
CUST_04323,2022-04-11,organic_search,4321,53,8,5496.13,At Risk
CUST_04324,2022-04-01,organic_search,4322,78,10,8540.3,Loyal
CUST_04325,2022-03-04,paid_search,4323,122,9,6376.97,Loyal
CUST_04326,2022-03-06,paid_search,4324,13,7,4614.0,At Risk
CUST_04327,2022-01-01,referral,4325,124,9,5384.63,At Risk
CUST_04328,2022-01-17,paid_search,4326,20,12,6644.18,Champions
CUST_04329,2022-06-01,email,4327,228,9,6709.09,At Risk
CUST_04330,2022-07-21,referral,4328,308,5,1328.04,Lost
CUST_04331,2022-01-25,paid_search,4329,73,9,6828.21,Loyal
CUST_04332,2022-07-02,organic_search,4330,92,7,5683.61,At Risk
CUST_04333,2022-01-05,organic_search,4331,10,10,6299.45,Champions
CUST_04334,2022-03-16,organic_search,4332,42,8,4366.38,At Risk
CUST_04335,2022-03-09,organic_search,4333,14,8,5809.83,Loyal
CUST_04336,2022-06-08,paid_search,4334,155,4,4086.33,Lost
CUST_04337,2022-02-15,social_media,4335,29,6,4104.36,At Risk
CUST_04338,2022-01-12,organic_search,4336,46,6,5232.18,At Risk
CUST_04339,2022-03-01,email,4337,23,7,5433.47,At Risk
CUST_04340,2022-01-18,paid_search,4338,76,6,2585.89,Lost
CUST_04341,2022-01-26,social_media,4339,143,11,8985.66,Loyal
CUST_04342,2022-01-21,paid_search,4340,132,7,6604.67,At Risk
CUST_04343,2022-02-04,organic_search,4341,27,10,5872.3,Loyal
CUST_04344,2022-02-23,paid_search,4342,79,8,4840.59,At Risk
CUST_04345,2022-01-25,paid_search,4343,426,10,4420.9,At Risk
CUST_04346,2022-09-28,social_media,4344,16,6,4155.97,At Risk
CUST_04347,2022-04-16,organic_search,4345,97,6,4132.23,Lost
CUST_04348,2022-01-17,paid_search,4346,238,11,6419.2,Loyal
CUST_04349,2022-05-18,referral,4347,128,5,3137.32,Lost
CUST_04350,2022-01-24,email,4348,131,5,3796.4,Lost
CUST_04351,2022-04-01,social_media,4349,46,6,3858.85,At Risk
CUST_04352,2022-04-10,social_media,4350,195,7,2624.93,Lost
CUST_04353,2022-02-24,social_media,4351,100,9,8496.13,Loyal
CUST_04354,2022-01-19,organic_search,4352,66,5,2593.39,Lost
CUST_04355,2022-06-28,organic_search,4353,67,5,3966.73,Lost
CUST_04356,2022-03-03,social_media,4354,34,10,6757.29,Loyal
CUST_04357,2022-05-29,email,4355,86,10,4640.53,At Risk
CUST_04358,2022-04-28,organic_search,4356,28,9,5537.78,Loyal
CUST_04359,2022-03-03,organic_search,4357,20,11,5366.89,Champions
CUST_04360,2022-04-04,paid_search,4358,57,10,3821.16,At Risk
CUST_04361,2022-05-23,paid_search,4359,20,8,6589.35,Loyal
CUST_04362,2022-08-14,organic_search,4360,89,6,5209.23,Lost
CUST_04363,2022-02-02,email,4361,366,2,2049.38,Lost
CUST_04364,2022-01-06,paid_search,4362,7,10,7739.91,Champions
CUST_04365,2022-01-06,paid_search,4363,219,6,3683.04,Lost
CUST_04366,2022-06-14,social_media,4364,75,8,5160.23,At Risk
CUST_04367,2022-04-14,paid_search,4365,30,8,7765.45,Loyal
CUST_04368,2022-05-14,organic_search,4366,290,4,1040.85,Lost
CUST_04369,2022-06-09,email,4367,120,5,3017.2,Lost
CUST_04370,2022-04-25,paid_search,4368,1,12,6401.22,Champions
CUST_04371,2022-04-02,email,4369,44,11,12428.85,Champions
CUST_04372,2022-04-22,paid_search,4370,16,8,6842.94,Loyal
CUST_04373,2023-04-12,organic_search,4371,28,6,6217.18,At Risk
CUST_04374,2022-01-31,email,4372,20,7,5714.98,Loyal
CUST_04375,2022-04-07,organic_search,4373,108,9,5678.06,At Risk
CUST_04376,2022-01-06,email,4374,70,13,6836.79,Loyal
CUST_04377,2022-01-22,organic_search,4375,15,10,7789.12,Champions
CUST_04378,2022-03-15,paid_search,4376,10,13,9404.99,Champions
CUST_04379,2022-01-12,referral,4377,153,6,3345.81,Lost
CUST_04380,2022-03-03,organic_search,4378,74,10,3438.91,At Risk
CUST_04381,2022-09-18,organic_search,4379,24,7,5042.01,At Risk
CUST_04382,2022-01-24,email,4380,2,10,7312.04,Champions
CUST_04383,2022-01-13,email,4381,70,9,5531.77,Loyal
CUST_04384,2022-03-08,organic_search,4382,11,8,4624.02,Loyal
CUST_04385,2022-03-20,social_media,4383,22,10,9370.49,Champions
CUST_04386,2022-04-07,email,4384,440,2,1652.8,Lost
CUST_04387,2022-03-17,organic_search,4385,179,7,8043.35,At Risk
CUST_04388,2022-01-24,social_media,4386,9,6,4502.43,At Risk
CUST_04389,2022-02-26,organic_search,4387,9,9,8188.8,Champions
CUST_04390,2022-06-08,paid_search,4388,21,11,8447.18,Champions
CUST_04391,2022-05-04,social_media,4389,35,5,5526.95,At Risk
CUST_04392,2022-04-09,paid_search,4390,5,10,7436.96,Champions
CUST_04393,2022-05-18,referral,4391,11,10,7315.94,Champions
CUST_04394,2022-01-04,organic_search,4392,37,7,4332.84,At Risk
CUST_04395,2022-03-18,email,4393,22,14,7447.7,Champions
CUST_04396,2022-01-29,organic_search,4394,49,10,8462.84,Loyal
CUST_04397,2022-02-28,paid_search,4395,44,6,2921.4,Lost
CUST_04398,2023-07-09,organic_search,4396,176,1,368.94,Lost
CUST_04399,2022-01-27,paid_search,4397,85,8,5138.97,At Risk
CUST_04400,2022-06-27,email,4398,10,4,2470.93,At Risk
CUST_04401,2022-03-26,referral,4399,205,4,4332.71,Lost
CUST_04402,2022-05-13,organic_search,4400,79,6,2079.23,Lost
CUST_04403,2022-01-20,social_media,4401,12,6,4198.07,At Risk
CUST_04404,2022-01-31,email,4402,58,11,7527.58,Loyal
CUST_04405,2022-11-01,organic_search,4403,4,5,4808.75,At Risk
CUST_04406,2022-01-03,paid_search,4404,27,9,5829.17,Loyal
CUST_04407,2022-01-26,referral,4405,29,15,11079.26,Champions
CUST_04408,2022-01-05,email,4406,159,8,7256.4,At Risk
CUST_04409,2022-02-13,email,4407,77,12,10524.58,Champions
CUST_04410,2022-03-07,social_media,4408,86,12,9042.57,Loyal
CUST_04411,2022-06-18,referral,4409,47,6,3472.09,At Risk
CUST_04412,2022-01-16,email,4410,100,9,4217.56,At Risk
CUST_04413,2022-01-09,social_media,4411,10,14,9701.72,Champions
CUST_04414,2022-01-06,organic_search,4412,88,5,2419.09,Lost
CUST_04415,2022-02-08,email,4413,98,6,4951.36,Lost
CUST_04416,2022-03-03,organic_search,4414,49,11,9048.66,Champions
CUST_04417,2022-01-27,email,4415,136,11,5867.08,Loyal
CUST_04418,2022-01-13,social_media,4416,90,4,3863.81,Lost
CUST_04419,2022-09-04,referral,4417,49,6,2704.06,Lost
CUST_04420,2022-03-15,paid_search,4418,90,3,821.22,Lost
CUST_04421,2022-01-21,organic_search,4419,356,8,4220.37,Lost
CUST_04422,2022-06-23,organic_search,4420,95,2,73.24,Lost
CUST_04423,2022-03-06,organic_search,4421,428,6,4039.78,Lost
CUST_04424,2022-08-22,social_media,4422,30,6,4526.85,At Risk
CUST_04425,2022-01-15,paid_search,4423,18,4,2187.55,At Risk
CUST_04426,2022-02-09,paid_search,4424,98,8,8581.23,Loyal
CUST_04427,2022-10-12,organic_search,4425,43,7,3243.64,At Risk
CUST_04428,2022-06-06,email,4426,18,6,5132.42,At Risk
CUST_04429,2022-03-04,paid_search,4427,184,8,4981.91,At Risk
CUST_04430,2022-07-15,paid_search,4428,114,9,6337.95,Loyal
CUST_04431,2022-02-19,paid_search,4429,65,9,5923.57,Loyal
CUST_04432,2022-07-28,organic_search,4430,93,10,3754.73,At Risk
CUST_04433,2022-01-13,organic_search,4431,20,12,7780.51,Champions
CUST_04434,2022-02-13,paid_search,4432,1,10,7933.0,Champions
CUST_04435,2022-03-09,email,4433,28,8,4610.32,At Risk
CUST_04436,2022-05-20,paid_search,4434,20,8,5159.22,Loyal
CUST_04437,2022-07-11,paid_search,4435,180,7,6672.1,At Risk
CUST_04438,2022-04-21,referral,4436,9,10,3986.9,Loyal
CUST_04439,2022-01-10,social_media,4437,125,8,3914.97,At Risk
CUST_04440,2022-03-15,referral,4438,21,12,8820.87,Champions
CUST_04441,2022-07-01,paid_search,4439,83,6,2402.57,Lost
CUST_04442,2022-01-12,email,4440,301,4,2048.64,Lost
CUST_04443,2022-01-08,email,4441,25,8,6719.56,Loyal
CUST_04444,2022-01-01,organic_search,4442,50,8,4056.07,At Risk
CUST_04445,2022-06-02,social_media,4443,100,7,4181.27,Lost
CUST_04446,2022-04-07,email,4444,33,10,6520.44,Loyal
CUST_04447,2022-03-11,paid_search,4445,82,6,4464.84,Lost
CUST_04448,2022-03-09,organic_search,4446,49,5,1711.49,Lost
CUST_04449,2022-02-22,email,4447,86,9,8226.13,Loyal
CUST_04450,2022-03-11,paid_search,4448,407,5,2391.61,Lost
CUST_04451,2022-01-29,paid_search,4449,75,12,10210.46,Champions
CUST_04452,2022-01-06,email,4450,24,10,9910.61,Champions
CUST_04453,2022-05-07,email,4451,39,4,4567.5,At Risk
CUST_04454,2022-05-12,organic_search,4452,56,9,4172.54,At Risk
CUST_04455,2022-04-28,organic_search,4453,169,6,5143.91,Lost
CUST_04456,2022-03-15,email,4454,35,8,5564.64,Loyal
CUST_04457,2022-04-25,paid_search,4455,58,5,3343.5,Lost
CUST_04458,2022-01-07,email,4456,254,6,4820.78,Lost
CUST_04459,2022-06-23,paid_search,4457,109,4,1319.28,Lost
CUST_04460,2022-04-24,email,4458,184,8,8871.9,At Risk
CUST_04461,2022-03-08,paid_search,4459,1,5,3736.39,At Risk
CUST_04462,2022-01-16,paid_search,4460,26,12,6089.02,Champions
CUST_04463,2022-01-12,paid_search,4461,29,11,7943.35,Champions
CUST_04464,2022-02-03,email,4462,90,10,5496.58,At Risk
CUST_04465,2022-02-10,social_media,4463,101,7,5549.85,At Risk
CUST_04466,2022-02-03,email,4464,65,11,6560.35,Loyal
CUST_04467,2022-02-13,organic_search,4465,198,11,8777.67,Loyal
CUST_04468,2022-10-10,paid_search,4466,66,6,2087.44,Lost
CUST_04469,2022-07-08,paid_search,4467,48,8,4087.85,At Risk
CUST_04470,2022-02-12,organic_search,4468,63,9,6505.17,Loyal
CUST_04471,2022-02-24,social_media,4469,1,9,5845.05,Loyal
CUST_04472,2022-04-02,organic_search,4470,115,11,10369.9,Loyal
CUST_04473,2022-08-31,social_media,4471,14,7,4852.1,Loyal
CUST_04474,2022-10-22,organic_search,4472,23,7,4413.43,At Risk
CUST_04475,2022-03-04,organic_search,4473,153,11,5439.66,At Risk
CUST_04476,2022-04-08,email,4474,86,10,6138.53,Loyal
CUST_04477,2022-03-12,social_media,4475,87,9,6428.6,Loyal
CUST_04478,2022-05-10,social_media,4476,57,7,3638.02,At Risk
CUST_04479,2022-04-07,organic_search,4477,38,10,5827.61,Loyal
CUST_04480,2022-02-15,referral,4478,41,8,6135.3,Loyal
CUST_04481,2022-01-18,email,4479,305,5,3868.77,Lost
CUST_04482,2022-01-02,email,4480,9,8,4801.67,Loyal
CUST_04483,2022-03-05,paid_search,4481,3,14,10504.53,Champions
CUST_04484,2022-01-25,referral,4482,80,9,6445.0,Loyal
CUST_04485,2022-03-25,organic_search,4483,20,3,2664.2,At Risk
CUST_04486,2022-04-28,organic_search,4484,60,11,6484.27,Loyal
CUST_04487,2022-06-17,organic_search,4485,151,5,1539.43,Lost
CUST_04488,2022-02-16,email,4486,59,8,4846.84,At Risk
CUST_04489,2022-02-12,referral,4487,20,5,2974.44,At Risk
CUST_04490,2022-01-30,email,4488,136,10,8304.36,Loyal
CUST_04491,2022-01-13,paid_search,4489,35,8,5235.31,Loyal
CUST_04492,2022-01-02,paid_search,4490,10,13,10532.88,Champions
CUST_04493,2022-04-06,paid_search,4491,41,5,2628.77,Lost
CUST_04494,2022-01-11,organic_search,4492,93,9,6161.0,Loyal
CUST_04495,2022-05-19,email,4493,92,9,7144.99,Loyal
CUST_04496,2022-04-18,paid_search,4494,63,9,6468.64,Loyal
CUST_04497,2022-02-08,organic_search,4495,234,4,1817.16,Lost
CUST_04498,2022-02-14,paid_search,4496,2,10,7616.78,Champions
CUST_04499,2022-03-16,email,4497,171,7,3509.0,Lost
CUST_04500,2023-02-14,paid_search,4498,109,5,2518.08,Lost
CUST_04501,2022-03-20,paid_search,4499,29,7,5180.97,At Risk
CUST_04502,2022-02-13,organic_search,4500,26,10,7203.76,Loyal
CUST_04503,2022-01-19,paid_search,4501,81,12,7530.08,Loyal
CUST_04504,2022-03-24,organic_search,4502,135,6,2726.06,Lost
CUST_04505,2022-03-19,paid_search,4503,101,11,4602.04,At Risk
CUST_04506,2022-01-11,email,4504,520,5,4534.99,Lost
CUST_04507,2022-07-18,email,4505,84,6,3421.8,Lost
CUST_04508,2022-04-18,organic_search,4506,5,17,14079.0,Champions
CUST_04509,2022-01-21,social_media,4507,2,8,6375.12,Loyal
CUST_04510,2022-01-16,paid_search,4508,9,11,7054.13,Champions
CUST_04511,2022-12-16,social_media,4509,56,4,1246.84,Lost
CUST_04512,2022-02-18,paid_search,4510,48,6,4078.37,Lost
CUST_04513,2022-02-23,organic_search,4511,58,15,13024.27,Champions
CUST_04514,2022-02-02,organic_search,4512,31,6,3122.58,Lost
CUST_04515,2022-08-25,paid_search,4513,121,4,999.87,Lost
CUST_04516,2022-01-31,paid_search,4514,124,6,1957.6,Lost
CUST_04517,2022-05-12,organic_search,4515,23,5,5387.69,At Risk
CUST_04518,2022-03-27,social_media,4516,68,11,6543.59,Loyal
CUST_04519,2022-07-06,organic_search,4517,29,7,4022.6,At Risk
CUST_04520,2022-01-05,organic_search,4518,226,4,3110.35,Lost
CUST_04521,2022-01-14,referral,4519,28,9,5017.31,Loyal
CUST_04522,2022-01-08,paid_search,4520,10,16,13008.96,Champions
CUST_04523,2022-07-14,paid_search,4521,127,9,7609.54,Loyal
CUST_04524,2022-08-01,email,4522,29,3,2525.79,Lost
CUST_04525,2022-02-17,organic_search,4523,14,10,8909.59,Champions
CUST_04526,2022-02-03,email,4524,44,10,7650.35,Loyal
CUST_04527,2022-01-01,organic_search,4525,213,11,7617.94,Loyal
CUST_04528,2023-03-05,organic_search,4526,38,7,5449.36,At Risk
CUST_04529,2022-07-10,organic_search,4527,10,6,5048.02,At Risk
CUST_04530,2022-01-20,paid_search,4528,33,9,8123.59,Champions
CUST_04531,2022-03-25,paid_search,4529,165,13,8602.36,Loyal
CUST_04532,2022-04-13,referral,4530,247,7,5818.54,Lost
CUST_04533,2022-03-26,organic_search,4531,25,8,4601.68,At Risk
CUST_04534,2022-04-18,paid_search,4532,24,7,6676.08,Loyal
CUST_04535,2022-04-21,paid_search,4533,16,9,5121.15,Loyal
CUST_04536,2022-02-07,organic_search,4534,95,8,4538.74,At Risk
CUST_04537,2022-02-20,paid_search,4535,68,6,5273.22,At Risk
CUST_04538,2022-02-16,email,4536,122,5,5776.29,Lost
CUST_04539,2022-01-18,paid_search,4537,1,9,4254.02,Loyal
CUST_04540,2022-02-03,email,4538,119,9,8959.64,Loyal
CUST_04541,2022-02-26,email,4539,50,9,6451.81,Loyal
CUST_04542,2022-03-22,organic_search,4540,1,6,3726.88,At Risk
CUST_04543,2022-02-27,organic_search,4541,326,6,3890.67,Lost
CUST_04544,2022-02-01,email,4542,176,5,3807.91,Lost
CUST_04545,2022-01-01,referral,4543,54,12,9139.94,Champions
CUST_04546,2022-01-08,email,4544,57,10,10947.08,Loyal
CUST_04547,2022-03-24,organic_search,4545,2,10,6081.77,Champions
CUST_04548,2022-01-23,organic_search,4546,63,7,6312.41,At Risk
CUST_04549,2022-01-16,organic_search,4547,166,9,10875.44,Loyal
CUST_04550,2022-03-31,paid_search,4548,37,9,6562.11,Loyal
CUST_04551,2022-01-10,email,4549,85,8,6417.85,At Risk
CUST_04552,2022-01-27,organic_search,4550,57,8,4903.69,At Risk
CUST_04553,2022-03-03,paid_search,4551,38,7,6801.06,Loyal
CUST_04554,2022-04-22,social_media,4552,38,11,7361.68,Champions
CUST_04555,2022-02-10,organic_search,4553,376,8,5436.06,At Risk
CUST_04556,2022-03-31,paid_search,4554,45,10,7191.8,Loyal
CUST_04557,2022-03-12,organic_search,4555,412,6,1889.78,Lost
CUST_04558,2022-03-05,paid_search,4556,50,9,7658.56,Loyal
CUST_04559,2022-02-15,referral,4557,168,11,7034.2,Loyal
CUST_04560,2022-03-03,email,4558,284,10,8917.74,Loyal
CUST_04561,2022-02-28,social_media,4559,78,4,1780.76,Lost
CUST_04562,2022-06-14,organic_search,4560,79,8,7004.42,Loyal
CUST_04563,2022-01-02,organic_search,4561,123,13,9033.99,Loyal
CUST_04564,2022-01-29,paid_search,4562,31,10,5239.79,Loyal
CUST_04565,2022-11-28,paid_search,4563,13,7,3968.87,At Risk
CUST_04566,2022-02-07,email,4564,551,3,3293.06,Lost
CUST_04567,2022-03-23,email,4565,128,11,5822.83,Loyal
CUST_04568,2022-05-31,organic_search,4566,95,6,5358.95,At Risk
CUST_04569,2022-07-17,referral,4567,166,7,4950.73,Lost
CUST_04570,2022-01-04,organic_search,4568,32,10,7554.74,Loyal
CUST_04571,2022-04-27,referral,4569,66,13,8861.61,Champions
CUST_04572,2022-02-26,organic_search,4570,13,14,10150.61,Champions
CUST_04573,2022-06-08,paid_search,4571,12,4,2091.08,At Risk
CUST_04574,2022-01-01,paid_search,4572,72,10,5392.7,Loyal
CUST_04575,2022-01-21,organic_search,4573,169,10,6660.78,At Risk
CUST_04576,2022-03-02,organic_search,4574,22,12,5518.25,Loyal
CUST_04577,2022-04-04,social_media,4575,86,6,5687.68,At Risk
CUST_04578,2022-02-23,social_media,4576,88,9,4450.21,At Risk
CUST_04579,2022-05-29,paid_search,4577,11,11,6599.45,Champions
CUST_04580,2022-05-10,paid_search,4578,255,5,5111.28,Lost
CUST_04581,2022-02-03,organic_search,4579,19,9,5357.47,Loyal
CUST_04582,2022-01-26,paid_search,4580,33,11,4895.96,Loyal
CUST_04583,2022-09-02,organic_search,4581,193,7,5964.45,Lost
CUST_04584,2022-01-29,paid_search,4582,137,8,3242.27,Lost
CUST_04585,2022-01-01,paid_search,4583,121,6,3932.58,Lost
CUST_04586,2022-02-13,social_media,4584,13,7,4390.72,At Risk
CUST_04587,2022-03-17,email,4585,10,8,2959.6,At Risk
CUST_04588,2022-07-15,organic_search,4586,97,8,7773.74,Loyal
CUST_04589,2022-08-31,paid_search,4587,127,10,5418.76,At Risk
CUST_04590,2022-03-17,email,4588,13,9,3329.05,Loyal
CUST_04591,2022-02-28,referral,4589,86,13,9051.59,Loyal
CUST_04592,2022-02-19,email,4590,159,8,5398.71,At Risk
CUST_04593,2022-01-09,organic_search,4591,35,11,6366.77,Champions
CUST_04594,2022-04-13,organic_search,4592,71,7,5412.42,At Risk
CUST_04595,2022-03-22,paid_search,4593,94,10,8579.2,Loyal
CUST_04596,2022-05-25,paid_search,4594,8,11,6919.74,Champions
CUST_04597,2022-01-16,organic_search,4595,16,4,2104.14,At Risk
CUST_04598,2022-09-10,organic_search,4596,143,3,1125.76,Lost
CUST_04599,2022-10-05,referral,4597,86,4,4286.94,Lost
CUST_04600,2022-02-15,social_media,4598,18,7,4578.18,At Risk
CUST_04601,2022-01-30,paid_search,4599,35,6,3190.47,At Risk
CUST_04602,2022-01-02,email,4600,30,7,4610.23,At Risk
CUST_04603,2022-01-28,social_media,4601,52,11,6490.42,Loyal
CUST_04604,2022-02-01,email,4602,31,13,11489.96,Champions
CUST_04605,2022-03-03,paid_search,4603,75,10,4827.9,Loyal
CUST_04606,2022-01-26,social_media,4604,23,8,7126.12,Loyal
CUST_04607,2023-01-20,paid_search,4605,342,2,2911.24,Lost
CUST_04608,2022-02-08,organic_search,4606,9,10,7872.69,Champions
CUST_04609,2022-01-30,social_media,4607,21,9,7641.0,Champions
CUST_04610,2022-07-15,email,4608,39,7,2805.22,At Risk
CUST_04611,2022-06-26,organic_search,4609,63,8,8267.34,Loyal
CUST_04612,2022-03-26,referral,4610,69,7,6163.68,At Risk
CUST_04613,2022-03-02,email,4611,24,7,3445.59,At Risk
CUST_04614,2022-01-16,paid_search,4612,30,9,5396.03,Loyal
CUST_04615,2022-01-03,email,4613,502,7,5672.26,Lost
CUST_04616,2022-03-25,paid_search,4614,86,5,2847.38,Lost
CUST_04617,2022-01-26,referral,4615,185,11,6216.2,Loyal
CUST_04618,2022-02-07,organic_search,4616,8,18,13583.06,Champions
CUST_04619,2022-01-30,social_media,4617,31,10,6577.71,Loyal
CUST_04620,2022-09-09,organic_search,4618,64,7,4393.24,At Risk
CUST_04621,2022-02-26,organic_search,4619,10,9,2366.49,Loyal
