customer_id,recency,frequency,monetary,R_score,F_score,M_score,rfm_total,segment
CUST_06662,68,8,6053.29,3,3,4,10,Loyal
CUST_06663,170,8,4319.66,1,3,2,6,Lost
CUST_06664,39,7,4820.09,4,2,3,9,At Risk
CUST_06665,25,6,3748.5,4,2,2,8,At Risk
CUST_06666,65,12,8156.71,3,5,5,13,Champions
CUST_06667,87,8,6216.31,2,3,4,9,At Risk
CUST_06668,38,4,4165.34,4,1,2,7,At Risk
CUST_06669,28,10,5917.96,4,4,3,11,Loyal
CUST_06670,187,4,2033.67,1,1,1,3,Lost
CUST_06671,40,11,7754.08,4,5,5,14,Champions
CUST_06672,1,8,5963.99,5,3,3,11,Loyal
CUST_06673,239,4,1959.89,1,1,1,3,Lost
CUST_06674,120,8,7685.26,2,3,5,10,Loyal
CUST_06675,99,7,4890.84,2,2,3,7,At Risk
CUST_06676,1,14,8693.94,5,5,5,15,Champions
CUST_06677,14,6,4200.77,5,2,2,9,At Risk
CUST_06678,89,12,11001.21,2,5,5,12,Loyal
CUST_06679,22,12,7765.58,4,5,5,14,Champions
CUST_06680,125,10,4268.7,2,4,2,8,At Risk
CUST_06681,247,8,6389.89,1,3,4,8,At Risk
CUST_06682,191,3,1379.31,1,1,1,3,Lost
CUST_06683,239,4,2644.23,1,1,1,3,Lost
CUST_06684,59,11,8259.57,3,5,5,13,Champions
CUST_06685,152,5,4431.87,1,1,2,4,Lost
CUST_06686,112,13,9390.3,2,5,5,12,Loyal
CUST_06687,42,9,8086.68,4,4,5,13,Champions
CUST_06688,9,11,8011.74,5,5,5,15,Champions
CUST_06689,189,10,8728.07,1,4,5,10,Loyal
CUST_06690,108,5,2303.92,2,1,1,4,Lost
CUST_06691,55,9,10154.04,3,4,5,12,Loyal
CUST_06692,78,9,8860.32,3,4,5,12,Loyal
CUST_06693,93,9,7671.33,2,4,4,10,Loyal
CUST_06694,29,10,7426.3,4,4,4,12,Loyal
CUST_06695,121,4,3005.31,2,1,1,4,Lost
CUST_06696,77,6,6171.83,3,2,4,9,At Risk
CUST_06697,119,10,7085.25,2,4,4,10,Loyal
CUST_06698,32,8,5845.93,4,3,3,10,Loyal
CUST_06699,42,7,6941.45,4,2,4,10,Loyal
CUST_06700,59,8,4829.33,3,3,3,9,At Risk
CUST_06701,174,2,1765.43,1,1,1,3,Lost
CUST_06702,14,9,4060.74,5,4,2,11,Loyal
CUST_06703,317,6,3544.69,1,2,2,5,Lost
CUST_06704,79,10,7490.26,3,4,4,11,Loyal
CUST_06705,32,9,6023.53,4,4,3,11,Loyal
CUST_06706,463,4,1491.17,1,1,1,3,Lost
CUST_06707,103,5,1639.28,2,1,1,4,Lost
CUST_06708,106,4,1590.96,2,1,1,4,Lost
CUST_06709,75,5,4426.02,3,1,2,6,Lost
CUST_06710,24,9,6726.97,4,4,4,12,Loyal
CUST_06711,314,8,6419.51,1,3,4,8,At Risk
CUST_06712,36,11,7622.71,4,5,4,13,Champions
CUST_06713,114,11,5938.64,2,5,3,10,Loyal
CUST_06714,67,13,9744.87,3,5,5,13,Champions
CUST_06715,11,8,3308.34,5,3,1,9,At Risk
CUST_06716,155,6,3803.66,1,2,2,5,Lost
CUST_06717,58,6,4144.51,3,2,2,7,At Risk
CUST_06718,7,9,5056.23,5,4,3,12,Loyal
CUST_06719,88,9,8585.65,2,4,5,11,Loyal
CUST_06720,166,10,5447.35,1,4,3,8,At Risk
CUST_06721,115,10,9556.53,2,4,5,11,Loyal
CUST_06722,116,8,5289.72,2,3,3,8,At Risk
CUST_06723,4,13,12314.95,5,5,5,15,Champions
CUST_06724,67,9,4629.16,3,4,2,9,At Risk
CUST_06725,37,7,6349.65,4,2,4,10,Loyal
CUST_06726,25,7,3974.85,4,2,2,8,At Risk
CUST_06727,74,8,4598.75,3,3,2,8,At Risk
CUST_06728,142,10,5767.23,2,4,3,9,At Risk
CUST_06729,5,11,7876.34,5,5,5,15,Champions
CUST_06730,229,6,5152.62,1,2,3,6,Lost
CUST_06731,80,5,3363.63,3,1,1,5,Lost
CUST_06732,10,10,8862.64,5,4,5,14,Champions
CUST_06733,49,8,6753.7,3,3,4,10,Loyal
CUST_06734,180,7,1963.47,1,2,1,4,Lost
CUST_06735,171,6,6356.63,1,2,4,7,At Risk
CUST_06736,238,6,6127.32,1,2,4,7,At Risk
CUST_06737,57,9,8409.62,3,4,5,12,Loyal
CUST_06738,10,9,6063.72,5,4,4,13,Champions
CUST_06739,274,3,2069.22,1,1,1,3,Lost
CUST_06740,78,7,7613.13,3,2,4,9,At Risk
CUST_06741,27,15,9539.45,4,5,5,14,Champions
CUST_06742,102,10,6007.34,2,4,3,9,At Risk
CUST_06743,37,11,7528.23,4,5,4,13,Champions
CUST_06744,81,11,8169.46,3,5,5,13,Champions
CUST_06745,100,9,3413.8,2,4,1,7,At Risk
CUST_06746,51,10,6633.86,3,4,4,11,Loyal
CUST_06747,85,11,8613.52,2,5,5,12,Loyal
CUST_06748,130,6,3711.94,2,2,2,6,Lost
CUST_06749,153,8,8709.61,1,3,5,9,At Risk
CUST_06750,11,11,9575.27,5,5,5,15,Champions
CUST_06751,71,5,3143.66,3,1,1,5,Lost
CUST_06752,160,7,3121.65,1,2,1,4,Lost
CUST_06753,49,11,6348.6,3,5,4,12,Loyal
CUST_06754,142,7,2589.67,2,2,1,5,Lost
CUST_06755,21,10,7034.76,5,4,4,13,Champions
CUST_06756,185,14,10289.9,1,5,5,11,Loyal
CUST_06757,35,9,7711.2,4,4,5,13,Champions
CUST_06758,23,11,7711.34,4,5,5,14,Champions
CUST_06759,18,8,7190.72,5,3,4,12,Loyal
CUST_06760,16,8,4500.89,5,3,2,10,Loyal
CUST_06761,44,5,2689.18,4,1,1,6,Lost
CUST_06762,22,9,4932.6,4,4,3,11,Loyal
CUST_06763,143,13,8191.12,2,5,5,12,Loyal
CUST_06764,115,6,4788.5,2,2,3,7,At Risk
CUST_06765,14,7,4971.18,5,2,3,10,Loyal
CUST_06766,82,6,2096.57,3,2,1,6,Lost
CUST_06767,34,15,9873.26,4,5,5,14,Champions
CUST_06768,393,7,5693.71,1,2,3,6,Lost
CUST_06769,195,8,3207.44,1,3,1,5,Lost
CUST_06770,21,10,8502.63,5,4,5,14,Champions
CUST_06771,59,5,5676.98,3,1,3,7,At Risk
CUST_06772,43,8,7529.48,4,3,4,11,Loyal
CUST_06773,95,9,7615.86,2,4,4,10,Loyal
CUST_06774,41,8,8072.31,4,3,5,12,Loyal
CUST_06775,87,9,7343.44,2,4,4,10,Loyal
CUST_06776,147,8,7515.86,2,3,4,9,At Risk
CUST_06777,117,10,6510.57,2,4,4,10,Loyal
CUST_06778,36,14,6384.99,4,5,4,13,Champions
CUST_06779,84,8,7504.39,3,3,4,10,Loyal
CUST_06780,29,8,5464.76,4,3,3,10,Loyal
CUST_06781,31,9,6924.83,4,4,4,12,Loyal
CUST_06782,39,8,4464.48,4,3,2,9,At Risk
CUST_06783,34,8,5141.48,4,3,3,10,Loyal
CUST_06784,59,6,4269.39,3,2,2,7,At Risk
CUST_06785,88,5,4826.87,2,1,3,6,Lost
CUST_06786,165,9,7259.64,1,4,4,9,At Risk
CUST_06787,94,13,9670.36,2,5,5,12,Loyal
CUST_06788,13,9,8061.94,5,4,5,14,Champions
CUST_06789,42,10,6859.25,4,4,4,12,Loyal
CUST_06790,49,9,7507.85,3,4,4,11,Loyal
CUST_06791,42,8,5364.03,4,3,3,10,Loyal
CUST_06792,225,7,4193.88,1,2,2,5,Lost
CUST_06793,27,10,6561.19,4,4,4,12,Loyal
CUST_06794,149,8,6345.29,1,3,4,8,At Risk
CUST_06795,12,9,4819.24,5,4,3,12,Loyal
CUST_06796,191,9,5884.96,1,4,3,8,At Risk
CUST_06797,111,13,8344.83,2,5,5,12,Loyal
CUST_06798,31,10,6996.91,4,4,4,12,Loyal
CUST_06799,44,7,4988.96,4,2,3,9,At Risk
CUST_06800,114,5,3288.62,2,1,1,4,Lost
CUST_06801,2,8,2969.9,5,3,1,9,At Risk
CUST_06802,103,6,2291.88,2,2,1,5,Lost
CUST_06803,76,6,2327.33,3,2,1,6,Lost
CUST_06804,26,6,3632.61,4,2,2,8,At Risk
CUST_06805,40,7,4601.4,4,2,2,8,At Risk
CUST_06806,142,5,3969.36,2,1,2,5,Lost
CUST_06807,138,6,3619.49,2,2,2,6,Lost
CUST_06808,103,10,5276.71,2,4,3,9,At Risk
CUST_06809,88,9,5181.33,2,4,3,9,At Risk
CUST_06810,2,8,8847.83,5,3,5,13,Champions
CUST_06811,52,13,6443.96,3,5,4,12,Loyal
CUST_06812,73,5,3900.52,3,1,2,6,Lost
CUST_06813,253,5,2401.65,1,1,1,3,Lost
CUST_06814,52,6,6052.89,3,2,4,9,At Risk
CUST_06815,81,10,5608.58,3,4,3,10,Loyal
CUST_06816,23,13,10130.71,4,5,5,14,Champions
CUST_06817,35,12,7490.58,4,5,4,13,Champions
CUST_06818,81,14,8104.61,3,5,5,13,Champions
CUST_06819,111,11,8343.88,2,5,5,12,Loyal
CUST_06820,28,5,2718.42,4,1,1,6,Lost
CUST_06821,25,14,6742.76,4,5,4,13,Champions
CUST_06822,483,2,90.42,1,1,1,3,Lost
CUST_06823,43,8,5402.9,4,3,3,10,Loyal
CUST_06824,4,7,5382.29,5,2,3,10,Loyal
CUST_06825,156,6,5135.6,1,2,3,6,Lost
CUST_06826,6,14,6866.36,5,5,4,14,Champions
CUST_06827,150,10,8710.9,1,4,5,10,Loyal
CUST_06828,50,9,6262.95,3,4,4,11,Loyal
CUST_06829,215,10,4833.96,1,4,3,8,At Risk
CUST_06830,3,10,8218.59,5,4,5,14,Champions
CUST_06831,2,4,745.23,5,1,1,7,At Risk
CUST_06832,4,9,8669.8,5,4,5,14,Champions
CUST_06833,4,6,3050.93,5,2,1,8,At Risk
CUST_06834,113,9,6212.94,2,4,4,10,Loyal
CUST_06835,37,8,8486.1,4,3,5,12,Loyal
CUST_06836,66,3,1004.32,3,1,1,5,Lost
CUST_06837,13,5,2211.0,5,1,1,7,At Risk
CUST_06838,142,3,1194.11,2,1,1,4,Lost
CUST_06839,11,10,9474.01,5,4,5,14,Champions
CUST_06840,171,7,6041.92,1,2,3,6,Lost
CUST_06841,139,9,5873.85,2,4,3,9,At Risk
CUST_06842,7,7,2443.4,5,2,1,8,At Risk
CUST_06843,84,8,6441.46,3,3,4,10,Loyal
CUST_06844,117,6,3090.67,2,2,1,5,Lost
CUST_06845,123,5,2958.18,2,1,1,4,Lost
CUST_06846,14,10,5874.66,5,4,3,12,Loyal
CUST_06847,3,7,5102.36,5,2,3,10,Loyal
CUST_06848,19,5,1904.72,5,1,1,7,At Risk
CUST_06849,16,6,4586.45,5,2,2,9,At Risk
CUST_06850,110,4,4936.66,2,1,3,6,Lost
CUST_06851,96,6,2327.8,2,2,1,5,Lost
CUST_06852,85,6,3792.89,2,2,2,6,Lost
CUST_06853,78,6,3431.93,3,2,1,6,Lost
CUST_06854,48,7,4534.77,3,2,2,7,At Risk
CUST_06855,312,3,3149.64,1,1,1,3,Lost
CUST_06856,14,10,6421.51,5,4,4,13,Champions
CUST_06857,17,6,4381.08,5,2,2,9,At Risk
CUST_06858,107,10,6604.41,2,4,4,10,Loyal
CUST_06859,85,10,5436.95,2,4,3,9,At Risk
CUST_06860,73,11,9219.55,3,5,5,13,Champions
CUST_06861,14,9,4657.33,5,4,2,11,Loyal
CUST_06862,40,15,10565.26,4,5,5,14,Champions
CUST_06863,98,8,6882.12,2,3,4,9,At Risk
CUST_06864,3,7,3964.44,5,2,2,9,At Risk
CUST_06865,21,9,9515.44,5,4,5,14,Champions
CUST_06866,35,8,7627.42,4,3,4,11,Loyal
CUST_06867,33,9,4350.51,4,4,2,10,Loyal
CUST_06868,117,8,5036.7,2,3,3,8,At Risk
CUST_06869,188,4,4376.69,1,1,2,4,Lost
CUST_06870,10,5,2436.67,5,1,1,7,At Risk
CUST_06871,182,6,4120.83,1,2,2,5,Lost
CUST_06872,213,5,4926.79,1,1,3,5,Lost
CUST_06873,164,7,4271.81,1,2,2,5,Lost
CUST_06874,5,4,4018.75,5,1,2,8,At Risk
CUST_06875,65,5,5382.02,3,1,3,7,At Risk
CUST_06876,158,7,4405.36,1,2,2,5,Lost
CUST_06877,129,3,1948.82,2,1,1,4,Lost
CUST_06878,50,6,2953.56,3,2,1,6,Lost
CUST_06879,50,11,6441.04,3,5,4,12,Loyal
CUST_06880,31,11,8508.79,4,5,5,14,Champions
CUST_06881,95,7,4215.37,2,2,2,6,Lost
CUST_06882,142,7,5825.1,2,2,3,7,At Risk
CUST_06883,136,6,3577.99,2,2,2,6,Lost
CUST_06884,1,8,3718.14,5,3,2,10,Loyal
CUST_06885,220,8,5367.82,1,3,3,7,At Risk
CUST_06886,7,9,6946.02,5,4,4,13,Champions
CUST_06887,44,7,5514.27,4,2,3,9,At Risk
CUST_06888,85,10,11309.42,2,4,5,11,Loyal
CUST_06889,262,3,2527.71,1,1,1,3,Lost
CUST_06890,7,9,7487.27,5,4,4,13,Champions
CUST_06891,27,7,4725.93,4,2,2,8,At Risk
CUST_06892,185,6,1053.76,1,2,1,4,Lost
CUST_06893,76,8,6444.74,3,3,4,10,Loyal
CUST_06894,14,4,2860.01,5,1,1,7,At Risk
CUST_06895,27,9,6316.57,4,4,4,12,Loyal
CUST_06896,37,9,6197.47,4,4,4,12,Loyal
CUST_06897,84,9,5032.64,3,4,3,10,Loyal
CUST_06898,103,14,12042.42,2,5,5,12,Loyal
CUST_06899,8,11,8935.71,5,5,5,15,Champions
CUST_06900,127,9,10091.39,2,4,5,11,Loyal
CUST_06901,10,12,8174.67,5,5,5,15,Champions
CUST_06902,17,9,6871.18,5,4,4,13,Champions
CUST_06903,114,6,7087.59,2,2,4,8,At Risk
CUST_06904,39,11,6730.97,4,5,4,13,Champions
CUST_06905,208,5,4102.23,1,1,2,4,Lost
CUST_06906,77,7,5109.23,3,2,3,8,At Risk
CUST_06907,64,7,3847.24,3,2,2,7,At Risk
CUST_06908,199,3,1426.43,1,1,1,3,Lost
CUST_06909,1,13,5597.37,5,5,3,13,Champions
CUST_06910,18,11,8443.12,5,5,5,15,Champions
CUST_06911,102,11,6424.71,2,5,4,11,Loyal
CUST_06912,65,7,5079.29,3,2,3,8,At Risk
CUST_06913,248,6,4862.3,1,2,3,6,Lost
CUST_06914,45,9,7312.41,4,4,4,12,Loyal
CUST_06915,90,11,8702.07,2,5,5,12,Loyal
CUST_06916,37,7,5541.12,4,2,3,9,At Risk
CUST_06917,394,4,3458.56,1,1,2,4,Lost
CUST_06918,47,6,3003.25,4,2,1,7,At Risk
CUST_06919,139,11,3871.87,2,5,2,9,At Risk
CUST_06920,139,5,3360.14,2,1,1,4,Lost
CUST_06921,29,8,3775.2,4,3,2,9,At Risk
CUST_06922,126,5,1772.96,2,1,1,4,Lost
CUST_06923,10,6,3737.68,5,2,2,9,At Risk
CUST_06924,90,13,7170.87,2,5,4,11,Loyal
CUST_06925,265,5,2329.9,1,1,1,3,Lost
CUST_06926,64,2,1766.65,3,1,1,5,Lost
CUST_06927,129,13,8057.14,2,5,5,12,Loyal
CUST_06928,40,5,6043.74,4,1,4,9,At Risk
CUST_06929,206,3,1324.44,1,1,1,3,Lost
CUST_06930,38,11,7221.52,4,5,4,13,Champions
CUST_06931,83,7,3759.36,3,2,2,7,At Risk
CUST_06932,45,6,6605.38,4,2,4,10,Loyal
CUST_06933,116,9,7846.82,2,4,5,11,Loyal
CUST_06934,28,7,3015.4,4,2,1,7,At Risk
CUST_06935,5,13,8970.46,5,5,5,15,Champions
CUST_06936,98,7,4639.99,2,2,2,6,Lost
CUST_06937,4,8,6726.62,5,3,4,12,Loyal
CUST_06938,2,10,7962.35,5,4,5,14,Champions
CUST_06939,2,13,7569.57,5,5,4,14,Champions
CUST_06940,217,5,1825.41,1,1,1,3,Lost
CUST_06941,22,6,3036.37,4,2,1,7,At Risk
CUST_06942,6,10,6448.8,5,4,4,13,Champions
CUST_06943,62,7,5556.34,3,2,3,8,At Risk
CUST_06944,11,6,5215.25,5,2,3,10,Loyal
CUST_06945,284,6,2986.77,1,2,1,4,Lost
CUST_06946,184,7,5862.64,1,2,3,6,Lost
CUST_06947,96,9,2471.58,2,4,1,7,At Risk
CUST_06948,90,7,4268.57,2,2,2,6,Lost
CUST_06949,243,11,10703.55,1,5,5,11,Loyal
CUST_06950,66,9,5454.04,3,4,3,10,Loyal
CUST_06951,82,6,5103.58,3,2,3,8,At Risk
CUST_06952,77,11,5672.9,3,5,3,11,Loyal
CUST_06953,70,14,7279.77,3,5,4,12,Loyal
CUST_06954,62,9,5492.06,3,4,3,10,Loyal
CUST_06955,15,8,4320.34,5,3,2,10,Loyal
CUST_06956,39,12,6439.25,4,5,4,13,Champions
CUST_06957,13,6,2948.84,5,2,1,8,At Risk
CUST_06958,84,9,6407.58,3,4,4,11,Loyal
CUST_06959,113,10,6494.28,2,4,4,10,Loyal
CUST_06960,43,7,3603.01,4,2,2,8,At Risk
CUST_06961,52,11,7639.79,3,5,4,12,Loyal
CUST_06962,10,11,10024.66,5,5,5,15,Champions
CUST_06963,130,11,7525.58,2,5,4,11,Loyal
CUST_06964,139,8,2155.38,2,3,1,6,Lost
CUST_06965,84,10,5600.73,3,4,3,10,Loyal
CUST_06966,46,8,5455.82,4,3,3,10,Loyal
CUST_06967,24,5,2957.67,4,1,1,6,Lost
CUST_06968,63,10,8018.21,3,4,5,12,Loyal
CUST_06969,77,11,10832.24,3,5,5,13,Champions
CUST_06970,142,5,3843.02,2,1,2,5,Lost
CUST_06971,1,5,6271.68,5,1,4,10,Loyal
CUST_06972,3,9,6452.91,5,4,4,13,Champions
CUST_06973,49,13,7481.52,3,5,4,12,Loyal
CUST_06974,19,5,4066.03,5,1,2,8,At Risk
CUST_06975,57,11,10394.72,3,5,5,13,Champions
CUST_06976,112,9,2419.01,2,4,1,7,At Risk
CUST_06977,105,4,3433.1,2,1,1,4,Lost
CUST_06978,61,14,9801.85,3,5,5,13,Champions
CUST_06979,196,6,4167.08,1,2,2,5,Lost
CUST_06980,7,7,5148.21,5,2,3,10,Loyal
CUST_06981,90,9,7135.26,2,4,4,10,Loyal
CUST_06982,148,5,4615.8,2,1,2,5,Lost
CUST_06983,64,12,7389.33,3,5,4,12,Loyal
CUST_06984,201,8,6069.65,1,3,4,8,At Risk
CUST_06985,6,9,8806.31,5,4,5,14,Champions
CUST_06986,42,4,4012.69,4,1,2,7,At Risk
CUST_06987,20,11,6733.62,5,5,4,14,Champions
CUST_06988,46,7,3031.13,4,2,1,7,At Risk
CUST_06989,253,7,4578.37,1,2,2,5,Lost
CUST_06990,48,5,2341.5,3,1,1,5,Lost
CUST_06991,49,9,3663.0,3,4,2,9,At Risk
CUST_06992,299,5,1923.36,1,1,1,3,Lost
CUST_06993,54,7,3656.08,3,2,2,7,At Risk
CUST_06994,165,5,2769.81,1,1,1,3,Lost
CUST_06995,115,10,9879.23,2,4,5,11,Loyal
CUST_06996,17,7,5927.41,5,2,3,10,Loyal
CUST_06997,23,11,7681.23,4,5,5,14,Champions
CUST_06998,22,8,5079.79,4,3,3,10,Loyal
CUST_06999,34,10,8457.93,4,4,5,13,Champions
CUST_07000,231,5,2038.25,1,1,1,3,Lost
CUST_07001,41,9,4848.06,4,4,3,11,Loyal
CUST_07002,19,10,6420.06,5,4,4,13,Champions
CUST_07003,118,8,3199.71,2,3,1,6,Lost
CUST_07004,18,11,8900.45,5,5,5,15,Champions
CUST_07005,167,9,6167.36,1,4,4,9,At Risk
CUST_07006,7,12,8852.49,5,5,5,15,Champions
CUST_07007,5,12,6245.55,5,5,4,14,Champions
CUST_07008,163,5,4176.16,1,1,2,4,Lost
CUST_07009,5,9,4231.42,5,4,2,11,Loyal
CUST_07010,85,12,8239.46,2,5,5,12,Loyal
CUST_07011,42,9,4113.92,4,4,2,10,Loyal
CUST_07012,38,9,5454.92,4,4,3,11,Loyal
CUST_07013,59,11,12234.91,3,5,5,13,Champions
CUST_07014,76,7,4473.47,3,2,2,7,At Risk
CUST_07015,64,12,11683.97,3,5,5,13,Champions
CUST_07016,38,7,6579.82,4,2,4,10,Loyal
CUST_07017,80,8,5059.56,3,3,3,9,At Risk
CUST_07018,85,8,6969.4,2,3,4,9,At Risk
CUST_07019,135,8,6116.8,2,3,4,9,At Risk
CUST_07020,132,6,3774.87,2,2,2,6,Lost
CUST_07021,33,5,1875.47,4,1,1,6,Lost
CUST_07022,21,13,7951.14,5,5,5,15,Champions
CUST_07023,46,7,6263.56,4,2,4,10,Loyal
CUST_07024,166,4,2695.79,1,1,1,3,Lost
CUST_07025,43,6,4720.57,4,2,2,8,At Risk
CUST_07026,68,7,7743.3,3,2,5,10,Loyal
CUST_07027,152,4,1246.53,1,1,1,3,Lost
CUST_07028,86,5,2557.8,2,1,1,4,Lost
CUST_07029,48,11,4127.72,3,5,2,10,Loyal
CUST_07030,33,9,6417.27,4,4,4,12,Loyal
CUST_07031,31,8,8190.06,4,3,5,12,Loyal
CUST_07032,124,7,5233.47,2,2,3,7,At Risk
CUST_07033,142,5,2164.23,2,1,1,4,Lost
CUST_07034,392,6,5117.02,1,2,3,6,Lost
CUST_07035,98,10,7047.43,2,4,4,10,Loyal
CUST_07036,113,12,9893.24,2,5,5,12,Loyal
CUST_07037,83,12,8280.84,3,5,5,13,Champions
CUST_07038,53,10,7233.2,3,4,4,11,Loyal
CUST_07039,82,11,6067.77,3,5,4,12,Loyal
CUST_07040,87,8,3969.02,2,3,2,7,At Risk
CUST_07041,40,3,2165.85,4,1,1,6,Lost
CUST_07042,195,8,7490.38,1,3,4,8,At Risk
CUST_07043,15,11,6537.48,5,5,4,14,Champions
CUST_07044,130,6,2902.76,2,2,1,5,Lost
CUST_07045,266,8,5624.22,1,3,3,7,At Risk
CUST_07046,88,12,7244.75,2,5,4,11,Loyal
CUST_07047,9,9,4002.48,5,4,2,11,Loyal
CUST_07048,5,6,2689.72,5,2,1,8,At Risk
CUST_07049,80,12,8756.75,3,5,5,13,Champions
CUST_07050,33,9,4350.41,4,4,2,10,Loyal
CUST_07051,106,6,4991.64,2,2,3,7,At Risk
CUST_07052,39,9,5931.42,4,4,3,11,Loyal
CUST_07053,75,12,6600.89,3,5,4,12,Loyal
CUST_07054,11,5,1378.7,5,1,1,7,At Risk
CUST_07055,87,10,8304.98,2,4,5,11,Loyal
CUST_07056,2,8,6401.94,5,3,4,12,Loyal
CUST_07057,106,8,6973.75,2,3,4,9,At Risk
CUST_07058,88,9,6854.6,2,4,4,10,Loyal
CUST_07059,103,4,1945.04,2,1,1,4,Lost
CUST_07060,149,7,4032.7,1,2,2,5,Lost
CUST_07061,52,5,2985.17,3,1,1,5,Lost
CUST_07062,38,9,6233.62,4,4,4,12,Loyal
CUST_07063,121,10,6408.3,2,4,4,10,Loyal
CUST_07064,162,5,6872.5,1,1,4,6,Lost
CUST_07065,50,7,3711.09,3,2,2,7,At Risk
CUST_07066,36,5,5371.62,4,1,3,8,At Risk
CUST_07067,16,7,3719.57,5,2,2,9,At Risk
CUST_07068,233,10,4622.36,1,4,2,7,At Risk
CUST_07069,39,4,2397.38,4,1,1,6,Lost
CUST_07070,184,7,4157.97,1,2,2,5,Lost
CUST_07071,123,10,6886.35,2,4,4,10,Loyal
CUST_07072,169,6,3957.25,1,2,2,5,Lost
CUST_07073,40,7,4498.7,4,2,2,8,At Risk
CUST_07074,42,10,6718.19,4,4,4,12,Loyal
CUST_07075,90,6,5972.65,2,2,3,7,At Risk
CUST_07076,47,8,6222.26,4,3,4,11,Loyal
CUST_07077,24,9,5842.75,4,4,3,11,Loyal
CUST_07078,81,7,3946.85,3,2,2,7,At Risk
CUST_07079,165,7,3309.18,1,2,1,4,Lost
CUST_07080,32,7,3974.13,4,2,2,8,At Risk
CUST_07081,184,6,3745.83,1,2,2,5,Lost
CUST_07082,193,7,1814.79,1,2,1,4,Lost
CUST_07083,15,12,5648.93,5,5,3,13,Champions
CUST_07084,1,9,6167.75,5,4,4,13,Champions
CUST_07085,100,10,7598.33,2,4,4,10,Loyal
CUST_07086,219,6,5137.25,1,2,3,6,Lost
CUST_07087,25,9,6567.43,4,4,4,12,Loyal
CUST_07088,19,9,8156.83,5,4,5,14,Champions
CUST_07089,56,6,6683.92,3,2,4,9,At Risk
CUST_07090,12,10,7250.02,5,4,4,13,Champions
CUST_07091,27,10,7424.37,4,4,4,12,Loyal
CUST_07092,207,6,4140.72,1,2,2,5,Lost
CUST_07093,11,12,4406.23,5,5,2,12,Loyal
CUST_07094,88,6,3026.65,2,2,1,5,Lost
CUST_07095,165,7,5969.59,1,2,3,6,Lost
CUST_07096,266,8,6590.45,1,3,4,8,At Risk
CUST_07097,48,7,6707.72,3,2,4,9,At Risk
CUST_07098,210,10,9096.63,1,4,5,10,Loyal
CUST_07099,36,8,6549.2,4,3,4,11,Loyal
CUST_07100,15,7,4853.69,5,2,3,10,Loyal
CUST_07101,344,7,4096.96,1,2,2,5,Lost
CUST_07102,73,4,2052.4,3,1,1,5,Lost
CUST_07103,2,7,8244.83,5,2,5,12,Loyal
CUST_07104,198,10,8505.96,1,4,5,10,Loyal
CUST_07105,126,6,5498.02,2,2,3,7,At Risk
CUST_07106,323,4,2244.88,1,1,1,3,Lost
CUST_07107,110,7,6675.13,2,2,4,8,At Risk
CUST_07108,44,9,6978.66,4,4,4,12,Loyal
CUST_07109,1,8,6713.75,5,3,4,12,Loyal
CUST_07110,15,6,4379.08,5,2,2,9,At Risk
CUST_07111,160,5,4928.71,1,1,3,5,Lost
CUST_07112,54,12,7677.62,3,5,5,13,Champions
CUST_07113,55,5,3305.37,3,1,1,5,Lost
CUST_07114,57,7,5605.06,3,2,3,8,At Risk
CUST_07115,32,17,14526.41,4,5,5,14,Champions
CUST_07116,5,6,3374.99,5,2,1,8,At Risk
CUST_07117,165,7,3857.04,1,2,2,5,Lost
CUST_07118,600,1,1716.92,1,1,1,3,Lost
CUST_07119,109,4,2242.78,2,1,1,4,Lost
CUST_07120,60,6,4789.56,3,2,3,8,At Risk
CUST_07121,119,9,7969.62,2,4,5,11,Loyal
CUST_07122,28,13,9055.51,4,5,5,14,Champions
CUST_07123,92,7,3670.74,2,2,2,6,Lost
CUST_07124,39,10,6449.5,4,4,4,12,Loyal
CUST_07125,57,7,4984.36,3,2,3,8,At Risk
CUST_07126,100,5,1423.57,2,1,1,4,Lost
CUST_07127,32,13,6745.82,4,5,4,13,Champions
CUST_07128,285,5,1356.63,1,1,1,3,Lost
CUST_07129,26,4,3972.4,4,1,2,7,At Risk
CUST_07130,75,5,6529.5,3,1,4,8,At Risk
CUST_07131,165,7,4149.0,1,2,2,5,Lost
CUST_07132,187,7,3522.85,1,2,2,5,Lost
CUST_07133,109,6,5784.0,2,2,3,7,At Risk
CUST_07134,31,8,2937.97,4,3,1,8,At Risk
CUST_07135,9,7,5137.01,5,2,3,10,Loyal
CUST_07136,8,9,4023.1,5,4,2,11,Loyal
CUST_07137,62,14,8099.87,3,5,5,13,Champions
CUST_07138,249,3,1601.33,1,1,1,3,Lost
CUST_07139,10,6,5398.57,5,2,3,10,Loyal
CUST_07140,239,7,6217.26,1,2,4,7,At Risk
CUST_07141,99,9,6137.48,2,4,4,10,Loyal
CUST_07142,35,3,3340.57,4,1,1,6,Lost
CUST_07143,47,10,7289.52,4,4,4,12,Loyal
CUST_07144,199,3,2611.53,1,1,1,3,Lost
CUST_07145,43,6,3880.29,4,2,2,8,At Risk
CUST_07146,60,6,2837.07,3,2,1,6,Lost
CUST_07147,135,9,7953.14,2,4,5,11,Loyal
CUST_07148,108,12,6045.96,2,5,4,11,Loyal
CUST_07149,51,10,7164.81,3,4,4,11,Loyal
